D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_11_m_ratz_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_ratz,1:1; no crop,AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F00.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F01.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F02.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F03.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F04.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_11_m_drumming_bunny_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_drumming_bunny,1:1; no crop,AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F00.png|AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F01.png|AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F02.png|AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F03.png|AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F04.png|AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F05.png|AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F06.png|AREA_11_IMAGES_OUTPUT/CAST/002_m_drumming_bunny_s_mon_drumming_bunny_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_11_m_bloctopus_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_bloctopus,1:1; no crop,AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F00.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F01.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F02.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F03.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F04.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_11_m_king_bloctopus_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_king_bloctopus,1:1; no crop,AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F00.png|AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F01.png|AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F02.png|AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F03.png|AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F04.png|AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F05.png|AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F06.png|AREA_11_IMAGES_OUTPUT/CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_11_m_king_bloctopus_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_king_bloctopus,1:1; no crop,AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F00.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F01.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F02.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F03.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_11_m_rombot_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_rombot,1:1; no crop,AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F00.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F01.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F02.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F03.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F04.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F05.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F06.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F07.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F08.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F09.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F10.png|AREA_11_IMAGES_OUTPUT/CAST/005_m_rombot_s_mon_rombot_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_12_m_brown_teddy_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_brown_teddy,1:1; no crop,AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F00.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F01.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F02.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F03.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F04.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_12_m_toy_trojan_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_toy_trojan,1:1; no crop,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F00.png|AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F01.png|AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F02.png|AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F03.png|AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F04.png|AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F05.png|AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F06.png|AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_12_m_master_robo_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_master_robo,1:1; no crop,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F00.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F01.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F02.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F03.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F04.png|AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_12_m_chronos_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_chronos,1:1; no crop,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F00.png|AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F01.png|AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F02.png|AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F03.png|AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F04.png|AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F05.png|AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F06.png|AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_12_m_timer_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_timer,1:1; no crop,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F00.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F01.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F02.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F03.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F04.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F05.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F06.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F07.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F08.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F09.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F10.png|AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_13_m_white_sand_rabbit_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_white_sand_rabbit,1:1; no crop,AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F00.png|AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F01.png|AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F02.png|AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F03.png|AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F04.png|AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F05.png|AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F06.png|AREA_13_IMAGES_OUTPUT/CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_13_m_scarf_plead_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_scarf_plead,1:1; no crop,AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F00.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F01.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F02.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F03.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F04.png|AREA_13_IMAGES_OUTPUT/REFERENCE/002_m_scarf_plead_s_mon_scarf_plead_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_13_m_meercat_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_meercat,1:1; no crop,AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F00.png|AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F01.png|AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F02.png|AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F03.png|AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F04.png|AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F05.png|AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F06.png|AREA_13_IMAGES_OUTPUT/CAST/003_m_meercat_s_mon_meercat_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_13_m_sand_dwarf_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_sand_dwarf,1:1; no crop,AREA_13_IMAGES_OUTPUT/REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F00.png|AREA_13_IMAGES_OUTPUT/REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F01.png|AREA_13_IMAGES_OUTPUT/REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F02.png|AREA_13_IMAGES_OUTPUT/REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F03.png|AREA_13_IMAGES_OUTPUT/REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F04.png|AREA_13_IMAGES_OUTPUT/REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_13_m_deo_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_deo,1:1; no crop,AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F00.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F01.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F02.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F03.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F04.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F05.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F06.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F07.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F08.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F09.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F10.png|AREA_13_IMAGES_OUTPUT/CAST/005_m_deo_s_mon_deo_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_14_m_cube_slime_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_cube_slime,1:1; no crop,AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F00.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F01.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F02.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F03.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F04.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_14_m_mithril_mutae_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_mithril_mutae,1:1; no crop,AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F00.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F01.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F02.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F03.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F04.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_14_m_homun_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_homun,1:1; no crop,AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_14_m_roid_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_roid,1:1; no crop,AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_14_m_roid_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_roid,1:1; no crop,AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F00.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F01.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F02.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F03.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_14_m_chimera_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_chimera,1:1; no crop,AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F07.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F08.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F09.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F10.png|AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_14_m_chimera_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_chimera,1:1; no crop,AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F00.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F01.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F02.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F03.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_15_m_straw_dummy_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_straw_dummy,1:1; no crop,AREA_15_IMAGES_OUTPUT/REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F00.png|AREA_15_IMAGES_OUTPUT/REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F01.png|AREA_15_IMAGES_OUTPUT/REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F02.png|AREA_15_IMAGES_OUTPUT/REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F03.png|AREA_15_IMAGES_OUTPUT/REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F04.png|AREA_15_IMAGES_OUTPUT/REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F05.png,m_blue_snail_파란_달팽이
