area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,pivot,targeting_range,impact_radius,impact_delay,effect_role,current_use,current_field_or_layer,current_resource,production_decision,required_file_set,frame_count,canvas,frame_seconds,total_seconds,playback_mode,direction_and_engine_motion,future_target,consolidation_strategy,runtime_use,unresolved,evidence,baseline_current_evidence,approved_target_ruid,approved_frame_sprite_ruids,source_path,output_path,preview_reference_files,approval_evidence,approval_status
area_17,시간의 신전,005,m_dodo,도도,s_mon_dodo,기억 포식,액티브,"normalized (0.5,0.5); no autocrop/recenter",7,0.8,0.35,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",7.4,0.8,0.35,ICON,true,icon_ruid,thumbnail://53043af9433844258a090f3b231ce39f,NEW_ART,ICON/001_m_mateon_s_mon_mateon_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",7.4,0.8,0.35,CAST_VFX,true,layer_ruids,"L1:70f170cb7f644da28dc93915a8e70dd9 animationclip/clip delay=0s duration=.65s scale=1 offset=(0,0)wu drift=(0,0)wu/s; L2:e9d2e8cba2aa4245ae29cfb516746a04 animationclip/clip delay=.2s duration=.78s scale=1.08 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/001_m_mateon_s_mon_mateon_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",7.4,0.8,0.35,PROJECTILE,true,projectile_ruid,22db356cc60940089b7f5d592c7d5813,NEW_ART,PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F00.png..._PROJECTILE_F03.png,4,384x384 RGBA,0.08,0.32,non-loop complete playback within 0.35s entity lifetime,art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,projectile_ruid,independent from CAST; do not merge,true,import must author AnimationClip non-loop at 0.08s/frame; Maker runtime not run,SkillTable.projectile_ruid; SkillEffect.mlua:149-194; SkillProjectile.mlua:39-81; GameBalance projectile_seconds=0.35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",7.4,0.8,0.35,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",7.4,0.8,0.35,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",7.4,0.8,0.35,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://e03cf5ce06784947b45ce95afb70927c,NEW_ART,ICON/002_m_plateon_s_mon_plateon_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://1509ce195a5c49a0aea5f9b189ce7edb,NEW_ART,ICON/003_m_mecateon_s_mon_mecateon_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:50eff4b9b8064efa8db5246e7a912c4d animationclip/clip delay=0s duration=.72s scale=1 offset=(0,0)wu drift=(0,0)wu/s; L2:1fe5c891382642d3aa35a89414f43fce animationclip/clip delay=.2s duration=.84s scale=1.12 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://48027185a78d470da83199b478bed48b,NEW_ART,ICON/004_m_chief_gray_s_mon_chief_gray_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,005,m_zeno,제노,s_mon_zeno,제노의 중력장,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://689bc520bc2544abb62ec505ca91aab4,NEW_ART,ICON/005_m_zeno_s_mon_zeno_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,005,m_zeno,제노,s_mon_zeno,제노의 중력장,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:908710847a0249c98cf8e935dfb1ddd8 animationclip/clip delay=0s duration=.82s scale=1.15 offset=(0,0)wu drift=(0,0)wu/s; L2:c68a17e01f83412882ac127cda104ee3 animationclip/clip delay=.24s duration=.96s scale=1.22 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F00.png..._CAST_F11.png,12,512x512 RGBA,0.08,0.96,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,005,m_zeno,제노,s_mon_zeno,제노의 중력장,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,005,m_zeno,제노,s_mon_zeno,제노의 중력장,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,005,m_zeno,제노,s_mon_zeno,제노의 중력장,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_18,지구방위본부,005,m_zeno,제노,s_mon_zeno,제노의 중력장,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,001,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://da57403b50694b12bf0e19aa3a64112d,NEW_ART,ICON/001_m_official_knight_c_s_mon_official_knight_c_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,001,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:1a648542a3b447f594b5c331cf44503f animationclip/clip delay=0s duration=.7s scale=1 offset=(0,0)wu drift=(0,0)wu/s; L2:439308ddd0bf4405a8463340c67a464b animationclip/clip delay=.17s duration=.78s scale=1.1 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/001_m_official_knight_c_s_mon_official_knight_c_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,001,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,001,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,001,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,001,m_official_knight_c,정식기사 C,s_mon_official_knight_c,기사단 뇌전 연각,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,002,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://1b11119e13474135882191d052342552,NEW_ART,ICON/002_m_official_knight_d_s_mon_official_knight_d_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,002,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,002,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,002,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,002,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,002,m_official_knight_d,정식기사 D,s_mon_official_knight_d,기사단의 바람 조준,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/002_m_official_knight_d_s_mon_official_knight_d_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,003,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://b2ab0d2ec4d346079c5738c79c8b909b,NEW_ART,ICON/003_m_advanced_knight_a_s_mon_advanced_knight_a_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,003,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,003,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,003,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,003,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,003,m_advanced_knight_a,상급기사 A,s_mon_advanced_knight_a,그림자 기사의 민첩,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/003_m_advanced_knight_a_s_mon_advanced_knight_a_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_19,미래의 문,004,m_advanced_knight_b,상급기사 B,s_mon_advanced_knight_b,상급기사의 이프리트 화염,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://3a107a08957f442d8b3e191258198056,NEW_ART,ICON/004_m_advanced_knight_b_s_mon_advanced_knight_b_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
